1boy,"1个男人,1男"
takano_yuki_(allegro_mistic),"高野由纪(allegromistic)"
takao_(azur_lane),"高尾(碧蓝航线)"
takao_(beach_rhapsody)_(azur_lane),"takao(海滩狂想曲)(azurlane)"
takao_(d-frag!),"高尾(d-frag!)"
takao_(full_throttle_charmer)_(azur_lane),"takao(全油门魅力者)(碧蓝航线)"
takao_(kancolle),"高尾(舰娘)"
takaoka_yukari,"高冈由香里"
takapiko,"高皮子"
takara_akihito,"宝明仁"
takara_joney,"宝琼尼"
takara_miyuki,"宝美雪"
takarada_rikka,"宝田梨花"
takaramonozu,"宝物"
takasaki_yuu,"高崎悠"
takase_kanan,"高濑加南"
takase_mizuki,"高濑水树"
takase_muh,"高濑muh"
takashi_shirogane,"白银隆"
takashia_(akimototakashia),"takashia(秋元高士)"
takashima,"高岛"
takasu_ryuuji,"高须龙二"
takasugi_heppu,"高杉七风"
takasugi_kou,"高杉口"
takasugi_shinsuke,"高杉真介"
takato_kurosuke,"高人黑助"
takatora,"高虎"
takatsu_keita,"隆津启太"
takatsukasa_yue,"高笠月"
takatsuki_akira,"高月晃"
takatsuki_ichi,"市隆月"
takatsuki_ichika,"高月一香"
takatsuki_kahiro,"高月嘉弘"
takatsuki_nato,"takatsuki北约"
takatsuki_yayoi,"高月弥生"
takaya_n,"高屋n"
takaya_noriko,"高屋纪子"
takayaki,"高烧"
takayama_haruka,"高山遥"
takayama_kisai,"高山鬼斋"
takayama_maria,"高山玛丽亚"
takayama_sayoko,"高山小夜子"
takayama_toshiaki,"高山俊明"
takayama_toshinori,"高山敏典"
take_(draghignazzo),"采取(draghignazzo)"
take_(illustrator),"采取(插画)"
take_(shokumu-taiman),"采取(shokumu-taiman)"
take_it_easy,"油库里"
take_it_home,"带回家"
take_shinobu,"带忍者"
take_tonbo,"拿东宝"
take_toshiaki,"以toshiaki"
take_your_pick,"任你选"
takeashiro,"武城"
takeba_yukari,"竹叶由香里"
takebi,"武比"
takecha,"竹茶"
takeda_aranobu,"武田荒信"
takeda_harumi_(shiromanta),"武田晴美(shiromanta)"
takeda_hiromitsu,"武田弘光"
takeda_kanryuusai,"武田观龙斋"
takeda_yukimura,"武田幸村"
takehana_note,"竹花笔记"
takei_hisa,"武井久佐"
takei_junko,"武井纯子"
takei_ooki,"武井大木"
takemaru_(housamo),"武丸(housamo)"
takemi_tae,"武见泰"
takemikazuchi_(muvluv),"竹三一(muvluv)"
takemori_shintarou,"武森信太郎"
takemoto_izumi_(style),"武本泉(风格)"
takemura_kou,"竹村口"
takemura_sessyu,"竹村sessyu"
takenaka,"竹名"
takenashi_eri,"武志绘里"
takenoko_no_sato_(food),"竹子之里(食品)"
takenoko_no_you,"竹子没有你"
takenouchi_sora,"竹内空"
takepon,"采取"
takeponi,"塔克波尼"
taker_(flamestorm),"接受者(火焰风暴)"
taker_pov,"接受者pov"
takeshima_eku,"竹岛eku"
takeshisu,"武士宿"
taketatsu_ayana,"竹达绫花"
taketora_suzume,"竹虎铃目"
takeu,"武兜"
takeuchi_takashi,"竹内隆"
takeuchi_takashi_(style),"竹内隆(风格)"
takeuma,"武马"
takeya_masami,"武谷正美"
takeya_yuki,"武也由纪"
takeya_yuuki,"武也优树"
takeyuu,"武友"
taki_(soulcalibur),"塔基(灵魂之剑)"
taki_eri,"泷绘里"
taki_minashika,"泷minashika"
takigawa_geenito,"泷川geenito"
takigawa_yuu,"泷川悠"
takiki,"泷木"
takimoto_hifumi,"泷本风美"
takimoto_yukari,"泷本由香里"
taking_picture,"拍照/自拍"
takino_tomo,"泷野友"
takishima_asaka,"泷岛朝霞"
takitarou,"泷太郎"
takizawa_kyouko,"泷泽恭子"
tako-san_wiener,"高山维也纳"
tako_(plastic_protein),"tako(塑料蛋白)"
takoluka,"塔科卢卡"
takom,"塔康"
takomeshi,"包饭"
takoneru,"塔科内鲁"
takorice,"塔科里切"
takoyaki,"章鱼烧"
takoyaki_(roast),"章鱼烧(烤)"
takoyaki_neko-san,"章鱼烧猫山"
taku_michi,"道拓"
takuan,"大观"
takumi_(fire_emblem),"匠(火徽)"
takumi_(scya),"匠(scya)"
takunomi,"拓海"
takurowo,"宅男"
takuzui,"拓瑞"
tales_of_(series),"(系列)的故事"
tales_of_arise,"出现的故事"
tales_of_berseria,"狂战士的故事"
tales_of_destiny,"fate的故事"
tales_of_destiny_2,"fate的故事2"
tales_of_eternia,"永恒的故事"
tales_of_graces,"恩典的故事"
tales_of_hearts,"心的故事"
tales_of_innocence,"纯真故事"
tales_of_legendia,"传奇故事"
tales_of_phantasia,"幻想曲"
tales_of_rebirth,"重生的故事"
tales_of_symphonia,"交响乐的故事"
tales_of_symphonia_knight_of_ratatosk,"拉塔托斯克交响骑士的故事"
tales_of_the_abyss,"深渊的故事"
tales_of_vesperia,"晚祷的故事"
tales_of_xillia,"希利亚的故事"
tales_of_xillia_2,"希利亚的故事2"
tales_of_zestiria,"热情的故事"
tales_weaver,"故事编织者"
talim,"塔利姆"
talisman,"咒符"
talking,"说话"
tall_female,"高个子女性"
tall_image,"高大的形象"
tallinn_(azur_lane),"塔林(碧蓝航线)"
tally,"理货"
talon_(league_of_legends),"利爪(英雄联盟)"
talonflame,"魔爪火焰"
talulah_(arknights),"talulah(方舟之夜)"
tam-u,"谭-u"
tama_(aquarion),"多摩(水族馆)"
tama_(kancolle),"多摩(舰娘)"
tama_(songe),"多摩(歌曲)"
tama_(tama-s),"多摩(tama-s)"
tama_(tamago),"玉(tamago)"
tama_kai_ni_(kancolle),"tamakaini(舰娘)"
tama_satou,"玉佐藤"
tama_yu,"玉游"
tamachi_kuwa,"田町桑"
tamada_heijun,"玉田黑君"
tamada_tamaki,"玉田玉木"
tamade_chiyu,"玉手chiyu"
tamagawa_yukimaru,"玉川幸丸"
tamago_(yotsumi_works),"tamago(yotsumi作品)"
tamagoroo,"塔马戈鲁"
tamagotchi,"电子鸡"
tamagoyaki,"玉子烧"
tamahana,"玉花"
tamahiyo,"玉日"
tamakaga,"玉鹰"
tamakericzx,"蛋疼"
tamaki_(princess_connect!),"tamaki(公主连接！)"
tamaki_ako,"玉木赤子"
tamaki_iroha,"玉木叶羽"
tamaki_kotatsu,"环被炉"
tamaki_mari,"玉木玛丽"
tamaki_ui,"玉木ui"
tamako_market,"玉子市场"
tamakorogashi,"玉子桥"
tamamo_(fate),"玉藻(fate)"
tamamo_(mon-musu_quest!),"玉藻(mon-musu任务！)"
tamamo_cat_(fate),"玉藻猫(fate)"
tamamo_cat_(first_ascension)_(fate),"玉藻猫(第一次升天)(fate)"
tamamo_cat_(second_ascension)_(fate),"玉藻猫(第二次提升)(fate)"
tamamo_cat_(third_ascension)_(fate),"玉藻猫(第三次提升)(fate)"
tamamo_cross_(umamusume),"玉藻十字架(umamusume)"
tamamo_no_mae_(fate/extra),"玉藻前(fate/额外)"
tamamo_no_mae_(fate/extra)_(cosplay),"玉藻前(fate/extra)(cosplay)"
tamamo_no_mae_(jk)_(fate),"玉藻前(jk)(fate)"
tamamo_no_mae_(spring_casual)_(fate),"玉藻前(春季休闲)(fate)"
tamamo_no_mae_(swimsuit_lancer)_(fate),"玉藻前(泳装枪手)(fate)"
tamamo_no_mae_(swimsuit_lancer)_(first_ascension)_(fate),"玉藻前(泳装枪手)(第一次升天)(fate)"
tamamo_no_mae_(swimsuit_lancer)_(second_ascension)_(fate),"玉藻前(泳装枪手)(第二次升天)(fate)"
tamamo_no_mae_(swimsuit_lancer)_(third_ascension)_(fate),"玉藻前(泳装枪手)(第三次升天)(fate)"
tamamo_no_mae_(third_ascension)_(fate),"玉藻前(第三次提升)(fate)"
tamamon,"塔玛蒙"
tamanami_(kancolle),"玉波(舰娘)"
tamandua_ears,"塔曼杜瓦耳朵"
tamandua_tail,"塔曼杜瓦尾巴"
tamanegiinyo,"玉女阴阳"
tamaoki_benkyou,"玉木弁乡"
tamasaka_makoto,"玉坂诚"
tamaso,"塔马索"
tamatsukuri_misumaru,"玉造三丸"
tamayan,"塔玛扬"
tamayume,"玉梅"
tamayura,"玉浦"
tambourine,"手鼓"
tamezou,"为伴"
tamiya_akito,"田宫明人"
tamiya_incorporated,"田宫公司"
tamu_(mad_works),"tamu(疯狂的作品)"
tamura_hiro,"田村浩"
tamura_hiyori,"田村日和"
tamura_manami,"田村真奈美"
tamura_yukari,"田村由香里"
tamura_yuri,"田村百合"
tan,"晒黑的肤色"
tan_(inka),"棕褐色(印加)"
tan_(tangent),"tan(正切)"
tan_sweater,"棕褐色毛衣"
tan_yang_(kancolle),"谭阳(舰娘)"
tana_(fire_emblem),"塔纳(火徽)"
tanabe_(fueisei),"田边(fuisei)"
tanabe_kyou,"田边镜"
tanaji,"塔纳吉"
tanaka_ahiru,"田中阿希鲁"
tanaka_asuka,"田中飞鸟"
tanaka_gandamu,"田中甘达木"
tanaka_ginji,"田中银治"
tanaka_hirotaka,"田中广隆"
tanaka_io_(craftstudio),"田中io(craftstudio)"
tanaka_kaori,"田中香织"
tanaka_ken'ichi,"田中健一"
tanaka_kotoha,"田中琴叶"
tanaka_kunihiko,"田中邦彦"
tanaka_kusao,"田中草尾"
tanaka_mako,"田中真子"
tanaka_mamimi,"田中真美"
tanaka_masayoshi,"田中正吉"
tanaka_rie,"田中理惠"
tanaka_rikimaru,"田中力丸"
tanaka_ryou,"田中亮"
tanaka_shoutarou,"田中昭太郎"
tanaka_the_wizard,"田中巫师"
tanaka_yuuichi,"田中悠一"
tanamachi_kaoru,"田町薰"
tanasuke,"田助"
tandohark,"坦多哈克"
taneda_yuuta,"种田勇太"
tanemura_arina,"种村有菜"
tanemura_koyori,"种村小赖"
taneshima_popura,"种子岛popura"
tang_keke,"唐可可"
tang_sanzang,"唐三藏"
tangaroa_(housamo),"坦加罗亚(housamo)"
tangela,"唐格拉"
tangrowth,"棕褐色生长"
tangzhuang,"唐庄"
tani_takeshi,"谷武"
tani_takeshi_(character),"谷武(角色)"
tanigaki_genjirou,"谷垣源次郎"
tanigawa_kanna,"谷川环奈"
tanigawa_yuzu,"谷川柚子"
taniguchi,"谷口"
taniguchi_jun'ichirou,"谷口润一郎"
tanikaze_(kancolle),"tanikaze(舰娘)"
tank,"坦克"
tank_(container),"罐(容器)"
tank_cupola,"坦克冲天炉"
tank_destroyer,"坦克歼击车"
tank_focus,"坦克焦点"
tank_helmet,"坦克头盔"
tank_interior,"坦克内部"
tank_shell,"罐壳"
tank_top,"无袖紧身背心"
tank_turret,"坦克炮塔"
tankard,"大酒杯"
tankini,"坦克尼"
tanlines,"晒痕"
tanned_cirno,"晒黑的cirno"
tansan_daisuki,"丹山大月"
tansuke,"炭助"
tantaka,"坦塔卡"
tantan_men_(dragon),"探探人(龙)"
tantei_opera_milky_holmes,"侦探歌剧乳白色的福尔摩斯"
tantou,"探头"
tantrum,"发脾气"
tanuki,"狸猫"
tanuki_(kemono_friends),"狸猫(kemono朋友)"
tanuki_yousuke,"狸猫洋介"
tanupo,"塔努波"
tanya_degurechaff,"坦尼娅·德古雷查夫"
tanyatonya,"坦尼亚通尼亚"
tao_(kadoya),"道(门屋)"
taokaka,"淘卡卡"
tape_bondage,"胶带束缚"
tape_gag,"胶带堵嘴"
tape_on_nipples,"乳头上的胶带"
tape_on_pussy,"阴道上的胶带"
tapegag,"胶带封口"
tapestry,"壁毯"
tapioka_(oekakitapioka),"木薯(oekakitapioka)"
tapir,"貘"
tapir_ears,"貘耳朵"
tapir_tail,"貘尾巴"
tapisuke,"竹助"
tappa_(esperanza),"塔帕(世界语)"
tapris_chisaki_sugarbell,"taprischisaki糖铃"
tapu_koko,"塔普可可"
tapu_lele,"塔普乐乐"
tarachine,"焦油麻"
tarakanovich,"塔拉卡诺维奇"
tarayama,"塔拉山"
tarbo_(exxxpiation),"塔博(淘汰)"
tare_(tonikaku_magaru),"皮重(tonikakumagaru)"
tareme,"下垂的眼睛,皮重"
target,"目标"
target_practice,"目标实践"
tari_tari,"塔里塔里"
tariah_furlow,"塔利亚弗洛"
tarmo,"塔莫"
tarnished_(elden_ring),"失去光泽(elden戒指)"
taro_(taro),"芋头(芋头)"
taro_(ultrataro),"芋头(ultrataro)"
tarot,"塔罗牌"
tarou_tachi,"太郎太极"
taroumaru_(genshin_impact),"太郎丸(原神)"
tart_(food),"馅饼(食品)"
tartaglia_(genshin_impact),"达达利亚/公子(原神)"
tartan,"格子花纹"
taru_neko,"塔鲁猫"
taruhi,"樽日"
tarutaru,"塔鲁塔鲁"
taruya,"樽屋"
taser,"泰瑟枪"
tashigi,"扎木"
tashkent_(azur_lane),"塔什干(碧蓝航线)"
tashkent_(kancolle),"塔什干(舰娘)"
tashkent_(the_bound_cruiser)_(azur_lane),"塔什干(绑定巡洋舰)(蔚蓝航线)"
task_owner,"任务所有者"
tasmanian_devil_(kemono_friends),"塔斯马尼亚恶魔(kemono朋友)"
tasmanian_devil_ears,"塔斯马尼亚恶魔耳朵"
tasmanian_devil_tail,"塔斯马尼亚恶魔尾巴"
tasogare_otome_x_amnesia,"tasogare乙女x失忆症"
tasora,"塔索拉"
tassel,"流苏"
tassel_choker,"流苏项链"
tassel_earrings,"流苏耳环"
tassel_hair_ornament,"流苏发饰"
tasting,"品尝"
tasting_plate,"品尝盘"
tataki_tuna,"鞑靼金枪鱼"
tatami,"榻榻米"
tatami_to_hinoki,"榻榻米到桧木"
tatapopo,"塔塔波波"
tatara_kogasa_(umbrella),"tatarakogasa(伞)"
tatata,"塔塔塔"
tatebayashi_sakurako,"馆林樱子"
tategami_aoi,"立上葵"
tateha_(marvelous_grace),"tateha(奇妙的恩典)"
tateishi_kureha,"立石吴羽"
tatekawa_mako,"立川真子"
tateyama_ayano,"立山绫野"
tatsuki_(irodori)_(style),"tatsuki(irodori)(风格)"
tatsumaki,"龙卷"
tatsumi_kanji,"辰巳汉字"
tatsumi_kon,"辰巳近"
tatsumi_koutarou,"辰巳光太郎"
tatsumi_ray,"巽鳐"
tatsunami_youtoku,"tatsunami优德"
tatsuta_(kancolle),"tatsuta(舰娘)"
tatsuta_kai_ni_(kancolle),"tatsutakaini(舰娘)"
tatsuya_(guild_plus),"达也(公会加)"
tattoo,"纹身"
taunting,"嘲讽"
taur,"牛头人"
tauros,"金牛座"
taurus_mask,"金牛座面具"
taut_clothes,"紧身衣服"
taut_shirt,"紧身衬衫"
taut_shorts,"紧身短裤"
taut_skirt,"紧身裙"
taut_sweater,"紧身毛衣"
taut_swimsuit,"紧身泳衣"
tavern,"酒馆,小酒馆"
tawashi1623,"塔瓦西1623"
tawawa_challenge,"塔瓦瓦挑战"
taxi,"出租车"
taya_oco,"塔亚奥科"
tayelle_ebonclaw,"泰尔黑檀爪"
tayutama,"鲇玉"
tayuya_(naruto),"tayuya(火影忍者)"
te_toga,"特托加"
tea,"茶"
tea_(cafe-chan_to_break_time),"茶(咖啡厅休息时间)"
tea_(nakenashi),"茶(中无)"
tea_cup,"茶杯"
tea_party,"茶话会"
tea_set,"茶具"
teabag,"茶包"
teacher,"老师"
teacher_and_student,"老师和学生"
teaching,"教学"
team7,"团队7"
team_9,"团队9"
team_aqua,"水族队"
team_flare,"团队耀斑"
team_fortress_2,"军团要塞2"
team_galactic,"银河队"
team_galactic_uniform,"团队银河制服"
team_magma,"团队岩浆"
team_magma_uniform,"团队岩浆制服"
team_plasma,"团队等离子"
team_plasma_grunt,"团队等离子咕噜声"
team_rocket,"火箭队"
team_rocket_grunt,"火箭队咕噜声"
team_rocket_uniform,"火箭队服"
team_skull,"团队头骨"
team_skull_grunt,"团队骷髅咕噜声"
team_skull_uniform,"团队骷髅制服"
team_spica's_trainer,"spica队的教练"
team_yell,"团队呐喊"
team_yell_grunt,"团队呼喊"
teamwork,"团队合作"
teana_lanster,"天籁兰斯特"
teapot,"茶壶"
tear,"眼泪"
tear_grants,"催泪款"
tear_ring_saga,"泪环传奇"
teardrop,"泪珠"
teardrop-framed_glasses,"泪珠框眼镜"
teardrop_facial_mark,"泪滴面部标记"
teardrop_tattoo,"泪珠纹身"
tearing_clothes,"撕裂衣服"
tearing_up,"要哭的表情,撕毁"
tearju_lunatique,"泪珠疯子"
tears_of_themis,"忒弥斯的眼泪"
teasing,"戏弄"
teaspoon,"茶匙"
tedain,"泰丹"
teddiursa,"泰迪乌萨"
teddy_(khanshin),"泰迪(khanshin)"
teddy_bear,"泰迪熊"
tedeza_rize,"泰德萨里泽"
tedeza_rize's_school_uniform,"tedezarize的校服"
teemo,"提莫"
teen,"青少年"
teen_titans,"少年泰坦"
teenage_mutant_ninja_turtles,"忍者神龟"
teepo_(tales),"蒂波(故事)"
teeta_j,"蒂塔j"
teeth,"牙齿"
teeth_hold,"牙托"
tegaki,"手垣"
tegaki_draw_and_tweet,"tegaki画图和推文"
tehepero,"特赫佩罗"
teikoku_jokyoku,"帝国金属网"
teireida_mai,"teireida麦"
teitan_high_school_uniform,"帝丹高中校服"
tejina_senpai,"特吉纳前辈"
tejina_senpai_(series),"tejina前辈(系列)"
tekehiro,"手广"
tekken_6,"铁拳6"
tekken_7,"铁拳7"
tekken_tag_tournament_2,"铁拳标签锦标赛2"
telekinesis,"心灵感应"
teleport,"传送"
teletha_testarossa,"泰莎塔罗萨"
television,"电视"
tell_your_world_(vocaloid),"告诉你的世界(vocaloid)"
telnyashka,"特尔尼亚什卡"
telstar,"电讯星"
tem10,"项目10"
temachii,"手町"
temari_(naruto),"手鞠(火影忍者)"
temari_ball,"手鞠球"
temari_rin,"手鞠林"
tempera,"蛋彩画法"
template,"模板"
temple,"寺庙"
tempura,"天妇罗"
temu,"特木"
ten'inkou_korin,"天印口光林"
ten'ou_haruka,"天王遥"
ten-chan_(eternal_s),"十陈(永恒的)"
ten_(tenchan_man),"十(tenchanman)"
ten_desires,"十个愿望"
ten_no_hoshi,"十星"
tenbin_gashira,"天边gashira"
tenbou,"天房"
tenchi_muyou!,"天地无忧！"
tenchisouha,"天剑双叶"
tenchuu,"天诛"
tenco's_story,"天高的故事"
tendo_teru,"天童照"
tendou_akane,"天童茜"
tendou_maya,"天豆玛雅"
tendou_nabiki,"天童菜"
tenebrism,"暗色调主义"
tenga,"腾加"
tengen_toppa_gurren_lagann,"天元toppagurrenlagann"
tengen_toppa_gurren_lagann:_parallel_works,"天元toppagurrenlagann：平行作品"
tengu,"天狗"
tengu-geta,"天狗木屐"
tengu_(tetuo_kun),"天狗(tetuokun)"
tengu_mask,"天狗面具"
tengxiang_lingnai,"腾翔岭奶"
tenhiro_naoto,"直人天弘"
tenjin_hidetaka,"天神秀孝"
tenjin_kotone,"天神琴音"
tenjin_kotone_(channel),"天神kotone(频道)"
tenjou_ryuka,"天条龙香"
tenjou_tenge,"天上天阁"
tenjou_utena,"天上utena"
tenjouin_asuka,"天上院飞鸟"
tenk,"滕克"
tenka_hyakken,"天下百剑"
tenka_touitsu_chronicle,"tenkatouitsu编年史"
tenkawa_nayuta,"天川那由多"
tenken_(gotannda),"天肯(gotannda)"
tenki_no_ko,"天机之子"
tenko_(gintenko),"天子(gintenko)"
tenko_kuugen,"天光空玄"
tenkubashi_tomoka,"天桥友冈"
tenkuu_no_craft_fleet,"天空无舰船队"
tenkuu_no_crystalia,"天国无水晶"
tenkuu_no_escaflowne,"天空没有escaflowne"
tenkuu_no_shiro_laputa,"天国之四郎laputa"
tenkuu_nozora,"天空野空"
tenkuu_sphere,"天空球"
tenkyuu_chimata,"天球知又"
tenma_saki,"天马崎"
tenma_tsukasa,"天马冢"
tenmaso,"天马索"
tenmu_shinryuusai,"天武神龙斋"
tenneko_yuuri,"天猫勇利"
tennis,"网球"
tennis_court,"网球场"
tennis_net,"网球网"
tennis_racket,"网球拍"
tennis_uniform,"网球服"
tennohi,"天野飞"
tennouboshi_uzume,"天王星uzume"
tennouji_rina,"天王寺梨奈"
tennousu_athena,"天妇罗雅典娜"
tenobe,"特诺贝"
tenpesuto,"天佩苏托"
tenrai,"天雷"
tenryuu_(kancolle),"天龙(舰娘)"
tenryuu_(kancolle)_(cosplay),"天龙(kancolle)(cosplay)"
tenryuu_kai_ni_(kancolle),"tenryuukaini(舰娘)"
tensei_shitara_slime_datta_ken,"紧张的shitara粘液dattaken"
tenseiani,"泰亚尼"
tenshinhan,"天心汉"
tenshinranman,"天心乱人"
tensugi_takashi,"天杉隆"
tensui_no_sakuna-hime,"转水之樱姬"
tent,"帐篷"
tentacle,"触手"
tentacle_clothes,"触手服"
tentacle_grab,"触手抓取"
tentacle_hair,"触手头发,触手毛"
tentacle_pit,"触手坑"
tentacle_sex,"触手性"
tentaclejob,"触手工作"
tentacles_on_male,"触手对男性"
tentacles_under_clothes,"衣服下的触手"
tentacool,"腾酷"
tentacruel,"触手可及"
tented_shirt,"帐篷衬衫"
tenten_(naruto),"天(火影忍者)"
tentsuu_(tentwo),"天通(天二)"
tenugui,"手巾"
tenzeru,"天泽"
tenzin_(arknights),"丹增(方舟之夜)"
tenzou_crossunite,"天藏十字团"
teoi_(good_chaos),"teoi(好混乱)"
tepig,"泰猪"
tequila_(arknights),"龙舌兰酒(方舟之夜)"
tera_hiroshi,"寺弘"
tera_online,"太极在线"
tera_zip,"太拉拉链"
terada_ochiko,"寺田亲子"
terada_tera,"寺田寺"
terai_(teraimorimori),"寺井(寺森森)"
terakoya,"寺子屋"
teramoto_kaoru,"寺本薰"
teranekosu,"寺内科苏"
teranen,"泰拉宁"
terasu_mc,"寺mc"
terazaki_kaoru,"寺崎薰"
terence_t._d'arby,"特伦斯吨。达比"
teresa_(claymore),"特蕾莎(克莱莫)"
teri_terio,"特里特里奥"
terminator_(series),"终结者(系列)"
teroru,"照"
terra_(kingdom_hearts),"terra(王国之心)"
terra_battle,"大地之战"
terrajin,"土地金"
terraria,"泰拉瑞亚"
terras,"特拉斯"
terror_(azur_lane),"恐怖(碧蓝航线)"
terry_bogard,"特里博加德"
terufuu,"照风"
terujirou_(masateruteru),"照二郎(masateruteru)"
terumii,"特鲁米"
terupancake,"特鲁班饼"
teruru,"照耀"
teruui,"光井"
teruyof,"光辉"
teruzuki_(kancolle),"照月(舰娘)"
teshima_nari,"手岛成里"
test,"测试"
test_plugsuit,"测试插件套装"
test_score_(paper),"考试成绩(纸)"
test_tube,"试管"
test_tube_rack,"试管架"
testa,"睾丸"
testament_(guilty_gear),"遗嘱(有罪装备)"
testicle_grab,"睾丸抓取"
testicle_peek,"睾丸窥视"
testicle_sucking,"睾丸吸吮"
tetopetesone,"替托培松"
tetrapod,"四足动物"
tetris,"俄罗斯方块"
tetrodotoxin,"河豚毒素"
tetsu_tissue,"tetsu组织"
tetsujin_momoko,"铁人桃子"
tetsukuzu_tetsuko,"哲子哲子"
tetsuo,"铁男"
tetsurou_(fe+),"铁郎(fe+)"
tetsuwan_birdy,"铁弯小鸟"
tetsuwan_birdy_decode,"tetsuwan小鸟解码"
tetuw,"特图"
teu_(navy),"标准箱(海军)"
tewarusa,"特瓦鲁萨"
texas_(arknights),"德州(arknights)"
texas_(willpower)_(arknights),"德州(意志力)(方舟之夜)"
texas_(winter_messenger)_(arknights),"德州(冬季信使)(方舟之夜)"
text,"含文字"
text-only_page,"纯文本页面"
text_censor,"文本审查器"
text_focus,"文本焦点"
text_in_eyes,"眼睛里的文字"
text_print,"文字打印"
textbook,"教科书"
textless_version,"无文字版"
texture,"质地"
tezuka_rin,"手冢凛"
thai_commentary,"泰语评论"
thai_text,"泰文"
thanabis,"灭霸"
thanatos_(hades),"死亡(冥王)"
thanatos_(persona),"死亡(角色)"
thank_you,"谢谢"
tharja_(fire_emblem),"tharja(火徽)"
the-sinner,"罪人"
the_adventures_of_sherlock_holmes,"福尔摩斯历险记"
the_baddest_evelynn,"最坏的伊芙琳"
the_beatles,"披头士乐队"
the_big_o,"大o"
the_caves_of_steel,"钢铁洞穴"
the_children,"孩子们"
the_elder_scrolls_iv:_oblivion,"上古卷轴iv：遗忘"
the_elder_scrolls_v:_skyrim,"上古卷轴v：天际"
the_emperor_(arknights),"皇帝(方舟骑士)"
the_evil_within,"内心的邪恶"
the_golden_smurf,"金色的蓝精灵"
the_great_ace_attorney,"伟大的王牌律师"
the_great_ace_attorney:_adventures,"伟大的王牌律师：冒险"
the_grim_adventures_of_billy_&_mandy,"比利和曼迪的严峻冒险"
